# of values,0,1,216,1331,4096,9261,17576,29791,46656,68921,97336,132651,175616,226981,287496,357911,438976,531441,636056,753571,884736,1030301,1191016,1367631,1560896,1771561,2000376,2248091,2515456,2803221,3112136,3442951,3796416,4173281,4574296,5000211,5451776,5929741,6434856,6967871,7529536,8120601,8741816,9393931,10077696,10793861,11543176,12326391,13144256,
QS_NT,0.0,0.010466,0.000377,0.000403,0.000644,0.001478,0.005615,0.016638,0.013440,0.022904,0.042589,0.106747,0.134716,0.173954,0.325804,0.922082,0.834115,1.140930,1.250547,1.719309,2.324611,3.462720,4.513871,5.616517,7.390963,10.207071,11.932361,15.295737,19.061224,24.695742,30.133189,31.806075,38.500609,46.476359,55.839975,66.788641,79.531398,94.065440,110.799418,130.030390,152.177392,176.645158,204.463394,236.306245,271.674785,311.836524,356.633424,406.445783,461.963710
QSSS_T,0.0,0.004423,0.001925,0.003690,0.025000,0.002680,0.002998,0.010772,0.011502,0.015913,0.027539,0.044596,0.074686,0.115096,0.175568,0.262095,0.385549,0.554759,0.775558,1.074201,1.467318,1.969790,2.604294,3.417206,4.432940,5.684786,7.213447,9.089918,11.344293,14.070904,17.301908,21.119145,25.650497,30.987706,37.167857,44.352649,52.659079,62.242034,73.232998,85.871268,100.119375,116.505108,134.805532,155.624409,179.012320,205.307522,234.741829,267.570986,304.230543
QS_T,0.0,0.003731,0.001854,0.001422,0.001259,0.002250,0.004321,0.007496,0.013953,0.023929,0.042222,0.068160,0.108011,0.168561,0.261597,0.394451,0.576382,0.824790,1.162532,1.611353,2.185689,2.949122,3.923510,5.182278,6.669742,8.517497,10.819361,13.638553,17.014835,21.105040,26.041358,31.684999,38.538332,46.479581,55.857201,66.763929,79.430580,94.051452,110.695779,129.875639,151.754869,176.329770,204.508984,236.023618,271.751546,311.668941,356.385740,406.439616,462.060619
QSSS_NT,0.0,0.001576,0.003236,0.000945,0.000781,0.001568,0.002719,0.005475,0.011840,0.020213,0.035862,0.062086,0.102892,0.161981,0.250003,0.378400,0.557310,0.804501,1.139873,1.582218,2.157007,2.908815,3.864841,5.070524,6.579865,8.453299,10.745056,13.545758,16.915897,20.970783,25.835512,31.566724,38.354983,46.336543,55.708607,66.582621,79.240455,94.031927,110.541747,129.671141,151.409861,176.160489,204.208409,235.950723,271.629271,311.580673,356.566582,406.313335,461.897692
